346185.3602261945,4069624.168788582
346185.7560251879,4069624.5520193777
346186.10811095167,4069624.8925978052
346186.42182895925,4069625.195739606
346186.7018710114,4069625.466022712
346186.95235517033,4069625.707465241
346187.1768959196,4069625.923593952
346187.37866574415,4069626.1175043327
346187.5604491801,4069626.291913336
346187.7246902547,4069626.4492056705
346187.8735341259,4069626.5914744264
346188.0088636291,4069626.7205567365
346188.132331355,4069626.8380650776
346188.2453878054,4069626.9454147397
346188.3493061049,4069627.043847939
346188.4452036914,4069627.1344549824
346188.53406135406,4069627.2181928423
346188.6167399429,4069627.2959014624
346188.6939950352,4069627.368318064
346188.7664898082,4069627.4360897094
346188.8348063379,4069627.499784325
346188.8994555156,4069627.559900378
346188.9608857524,4069627.6168753663
346189.0194906183,4069627.6710932744
346189.07561554783,4069627.7228911147
346189.1295637252,4069627.7725646687
346189.18160124944,4069627.820373528
346189.2319616682,4069627.8665455156
346189.28084995644,4069627.911280565
346189.32844600885,4069627.954754131
346189.3749077044,4069627.997120177
346189.4203735965,4069628.0385137964
346189.4649652732,4069628.079053517
346189.508789429,4069628.118843317
346189.5519396821,4069628.1579744015
346189.5944981699,4069628.196526751
346189.63653694815,4069628.2345704865
346189.6781192184,4069628.2721670642
346189.71930040495,4069628.3093703235
346189.76012909925,4069628.346227402
346189.8006478872,4069628.3827795396
346189.8408940753,4069628.419062781
346189.88090032566,4069628.4551085904
346189.9206952129,4069628.490944386
346189.96030371095,4069628.5265940093
346189.999747618,4069628.56207813
346190.0390459284,4069628.597414598
346190.07821515616,4069628.632618747
346190.117269616,4069628.667703657
346190.1562216676,4069628.7026803773
346190.19508192595,4069628.7375581134
346190.23385944206,4069628.772344384
346190.2725618574,4069628.80704515
346190.311195534,4069628.841664917
346190.3497656628,4069628.876206808
346190.388276352,4069628.9106726204
346190.42673069716,4069628.945062856
346190.4651355887,4069628.979386757
346190.50349707453,4069629.0136524355
346190.5418204628,4069629.0478670113
346190.5801104127,4069629.0820367346
346190.61837101367,4069629.11616709
346190.6566058552,4069629.1502628922
346190.6948180876,4069629.184328367
346190.7330104761,4069629.218367224
346190.7711854478,4069629.2523827185
346190.8093451329,4069629.286377707
346190.84749140113,4069629.3203546978
346190.88562589354,4069629.354315893
346190.9237500505,4069629.388263223
346190.9618651361,4069629.422198385
346190.99997226,4069629.456122867
346191.0380723959,4069629.490037975
346191.07616639853,4069629.5239448557
346191.11425501807,4069629.5578445154
346191.1523389126,4069629.591737836
346191.1904186599,4069629.6256255945
346191.22849476687,4069629.65950847
346191.26656767837,4069629.6933870604
346191.3046377847,4069629.727261889
346191.34270542837,4069629.7611334147
346191.38077090966,4069629.7950020414
346191.418834492,4069629.8288681232
346191.4568964064,4069629.8627319694
346191.4949568555,4069629.896593853
346191.5330160166,4069629.9304540125
346191.5710740453,4069629.9643126572
346191.6091310776,4069629.998169971
346191.64718723256,4069630.032026115
346191.6852426142,4069630.0658812285
346191.72329731326,4069630.099735435
346191.7613514089,4069630.1335888426
346191.79940496985,4069630.1674415437
346191.83745805564,4069630.201293621
346191.8755107178,4069630.2351451456
346191.9135630004,4069630.2689961786
346191.95161494106,4069630.302846774
346191.9896665716,4069630.3366969763
346192.0277179184,4069630.370546825
346192.065769003,4069630.4043963533
346192.10381984257,4069630.438245588
346192.1418704497,4069630.4720945517
346192.17992083344,4069630.505943262
346192.2179709986,4069630.5397917316
346192.2560209466,4069630.57363997
346192.29407067475,4069630.607487982
346192.33212017687,4069630.6413357705
